target	text	textid
Paul	Neither is there any creature that is not manifest in his sight: but all things [are] naked and opened unto the eyes of him with whom we have to do.	728
Paul	Seeing then that we have a great high priest, that is passed into the heavens, Jesus the Son of God, let us hold fast [our] profession.	729
Paul	For we have not an high priest which cannot be touched with the feeling of our infirmities; but was in all points tempted like as [we are, yet] without sin.	730
Paul	Let us therefore come boldly unto the throne of grace, that we may obtain mercy, and find grace to help in time of need.	731
Paul	For every high priest taken from among men is ordained for men in things [pertaining] to God, that he may offer both gifts and sacrifices for sins:	732
Paul	Who can have compassion on the ignorant, and on them that are out of the way; for that he himself also is compassed with infirmity.	733
Paul	And by reason hereof he ought, as for the people, so also for himself, to offer for sins.	734
Paul	And no man taketh this honour unto himself, but he that is called of God, as [was] Aaron.	735
Paul	So also Christ glorified not himself to be made an high priest; but he that said unto him, Thou art my Son, to day have I begotten thee.	736
Paul	As he saith also in another [place], Thou [art] a priest for ever after the order of Melchisedec.	737
Paul	Who in the days of his flesh, when he had offered up prayers and supplications with strong crying and tears unto him that was able to save him from death, and was heard in that he feared;	738
Paul	Though he were a Son, yet learned he obedience by the things which he suffered;	739
Paul	And being made perfect, he became the author of eternal salvation unto all them that obey him;	740
Paul	Called of God an high priest after the order of Melchisedec.	741
Paul	Of whom we have many things to say, and hard to be uttered, seeing ye are dull of hearing.	742
Paul	For when for the time ye ought to be teachers, ye have need that one teach you again which [be] the first principles of the oracles of God; and are become such as have need of milk, and not of strong meat.	743
Paul	For every one that useth milk [is] unskilful in the word of righteousness: for he is a babe.	744
Paul	But strong meat belongeth to them that are of full age, [even] those who by reason of use have their senses exercised to discern both good and evil.	745
Paul	Therefore leaving the principles of the doctrine of Christ, let us go on unto perfection; not laying again the foundation of repentance from dead works, and of faith toward God,	746
Paul	Of the doctrine of baptisms, and of laying on of hands, and of resurrection of the dead, and of eternal judgment.	747
Paul	And this will we do, if God permit.	748
Paul	For [it is] impossible for those who were once enlightened, and have tasted of the heavenly gift, and were made partakers of the Holy Ghost,	749
Paul	And have tasted the good word of God, and the powers of the world to come,	750
Paul	If they shall fall away, to renew them again unto repentance; seeing they crucify to themselves the Son of God afresh, and put [him] to an open shame.	751
Paul	For the earth which drinketh in the rain that cometh oft upon it, and bringeth forth herbs meet for them by whom it is dressed, receiveth blessing from God:	752
Paul	But that which beareth thorns and briers [is] rejected, and [is] nigh unto cursing; whose end [is] to be burned.	753
Paul	But, beloved, we are persuaded better things of you, and things that accompany salvation, though we thus speak.	754
Paul	For God [is] not unrighteous to forget your work and labour of love, which ye have shewed toward his name, in that ye have ministered to the saints, and do minister.	755
Paul	And we desire that every one of you do shew the same diligence to the full assurance of hope unto the end:	756
Paul	That ye be not slothful, but followers of them who through faith and patience inherit the promises.	757
Paul	For when God made promise to Abraham, because he could swear by no greater, he sware by himself,	758
Paul	Saying, Surely blessing I will bless thee, and multiplying I will multiply thee.	759
Paul	And so, after he had patiently endured, he obtained the promise.	760
Paul	For men verily swear by the greater: and an oath for confirmation [is] to them an end of all strife.	761
Paul	Wherein God, willing more abundantly to shew unto the heirs of promise the immutability of his counsel, confirmed [it] by an oath:	762
Paul	That by two immutable things, in which [it was] impossible for God to lie, we might have a strong consolation, who have fled for refuge to lay hold upon the hope set before us:	763
Paul	Which [hope] we have as an anchor of the soul, both sure and stedfast, and which entereth into that within the veil;	764
Paul	Whither the forerunner is for us entered, [even] Jesus, made an high priest for ever after the order of Melchisedec.	765
Paul	For this Melchisedec, king of Salem, priest of the most high God, who met Abraham returning from the slaughter of the kings, and blessed him;	766
Paul	To whom also Abraham gave a tenth part of all; first being by interpretation King of righteousness, and after that also King of Salem, which is, King of peace;	767
Paul	Without father, without mother, without descent, having neither beginning of days, nor end of life; but made like unto the Son of God; abideth a priest continually.	768
Paul	Now consider how great this man [was], unto whom even the patriarch Abraham gave the tenth of the spoils.	769
Paul	And verily they that are of the sons of Levi, who receive the office of the priesthood, have a commandment to take tithes of the people according to the law, that is, of their brethren, though they come out of the loins of Abraham:	770
Paul	But he whose descent is not counted from them received tithes of Abraham, and blessed him that had the promises.	771
Paul	And without all contradiction the less is blessed of the better.	772
Paul	And here men that die receive tithes; but there he [receiveth them], of whom it is witnessed that he liveth.	773
Paul	And as I may so say, Levi also, who receiveth tithes, payed tithes in Abraham.	774
Paul	For he was yet in the loins of his father, when Melchisedec met him.	775
Paul	If therefore perfection were by the Levitical priesthood, (for under it the people received the law,) what further need [was there] that another priest should rise after the order of Melchisedec, and not be called after the order of Aaron?	776
Paul	For the priesthood being changed, there is made of necessity a change also of the law.	777
Paul	For he of whom these things are spoken pertaineth to another tribe, of which no man gave attendance at the altar.	778
